scenario,Metro,buy_share,avg_delta,count
Base,"Aberdeen, SD",0.0,43467.3387087321,1
Base,"Aberdeen, WA",0.0,51174.57823492647,2
Base,"Abilene, TX",0.4581005586592179,3313.712564657825,5
Base,"Ada, OK",0.0,24369.101042243656,1
Base,"Akron, OH",0.7127937336814621,-2070.990106491082,23
Base,"Alamogordo, NM",0.0,6989.461219203568,1
Base,"Albany, GA",0.15151515151515152,8372.583230378299,4
Base,"Albany-Lebanon, OR",0.0,73661.23245615384,3
Base,"Albany-Schenectady-Troy, NY",0.09347442680776014,50623.96505033851,22
Base,"Albert Lea, MN",0.0,27981.13903380965,1
Base,"Albuquerque, NM",0.008356545961002786,38136.65416521669,19
Base,"Alexandria, LA",1.0,-11875.130149516637,1
Base,"Alexandria, MN",0.0,75112.67197841508,1
Base,"Allentown-Bethlehem-Easton, PA-NJ",0.19686411149825783,24599.659033976644,25
Base,"Altoona, PA",0.46153846153846156,8179.122958556095,3
Base,"Amarillo, TX",0.13114754098360656,21649.148471436623,8
Base,"Ames, IA",0.0,45155.81132483712,4
Base,"Amsterdam, NY",0.0,25886.41484213936,1
Base,"Anchorage, AK",0.0,54922.7984482191,14
Base,"Ann Arbor, MI",0.09386973180076628,47356.89964925554,7
Base,"Anniston-Oxford, AL",0.0,26032.22494534706,3
Base,"Appleton, WI",0.0,47682.49870484977,4
Base,"Ardmore, OK",0.0,19689.580464163355,1
Base,"Asheville, NC",0.0,81789.13455593077,16
Base,"Ashland, OH",0.0,43215.765114518734,1
Base,"Astoria, OR",0.0,107885.9907964419,3
Base,"Athens, OH",0.0,40028.16833572715,1
Base,"Athens, TN",0.0,50135.396630585,2
Base,"Athens, TX",0.0,30547.581239200088,2
Base,"Athens-Clarke County, GA",0.023166023166023165,25781.34886560261,4
Base,"Atlanta-Sandy Springs-Alpharetta, GA",0.217440543601359,42073.94808495093,150
Base,"Atlantic City-Hammonton, NJ",0.1092436974789916,109998.31282977125,8
Base,"Auburn, IN",0.0,48982.844222080625,1
Base,"Auburn, NY",0.0,17544.21202543294,1
Base,"Auburn-Opelika, AL",0.008928571428571428,53092.50467609464,5
Base,"Augusta-Richmond County, GA-SC",0.3940774487471526,6797.238229362434,12
Base,"Augusta-Waterville, ME",0.0,41840.87134205816,3
Base,"Austin, MN",0.0,29145.45728040258,1
Base,"Austin-Round Rock-Georgetown, TX",0.006772009029345372,98691.91687063596,69
Base,"Bakersfield, CA",0.0,40244.308558885394,16
Base,"Baltimore-Columbia-Towson, MD",0.345088161209068,27718.392558078544,72
Base,"Bangor, ME",0.0,26160.711973354995,2
Base,"Baraboo, WI",0.0,68930.35259387385,1
Base,"Bardstown, KY",0.0,49180.138972607514,1
Base,"Barnstable Town, MA",0.0,83347.71963940865,2
Base,"Barre, VT",0.0,102885.96282141717,1
Base,"Bartlesville, OK",0.15,7727.505815084255,2
Base,"Batavia, NY",0.0,17490.96708857332,1
Base,"Batesville, AR",0.0,26660.309318843698,1
Base,"Baton Rouge, LA",0.11054637865311309,28702.410752956122,16
Base,"Battle Creek, MI",0.15384615384615385,7844.799408126224,4
Base,"Bay City, MI",0.0,10318.731714220754,1
Base,"Bay City, TX",0.0,20004.210939172364,1
Base,"Beatrice, NE",0.0,15697.220763003439,1
Base,"Beaumont-Port Arthur, TX",0.3756345177664975,4290.020197777123,11
Base,"Beaver Dam, WI",0.0,73631.24892950663,2
Base,"Beckley, WV",0.4444444444444444,910.2748645501439,1
Base,"Bellefontaine, OH",0.0,20470.178358917008,1
Base,"Bellingham, WA",0.0,152352.38397961564,6
Base,"Bemidji, MN",0.0,56627.17933236249,1
Base,"Bend, OR",0.0,143906.64885299152,6
Base,"Bennington, VT",0.0,22831.72197484941,1
Base,"Big Rapids, MI",0.0,32845.49908081506,1
Base,"Big Spring, TX",1.0,-10082.01816034772,1
Base,"Billings, MT",0.0,90197.08762743285,5
Base,"Binghamton, NY",0.7307692307692307,-14821.780175028838,5
Base,"Birmingham-Hoover, AL",0.42668735453840184,27062.813535612622,41
Base,"Bismarck, ND",0.0,70362.78329554568,4
Base,"Blackfoot, ID",0.0,88704.29828219769,2
Base,"Blacksburg-Christiansburg, VA",0.0,56221.95927435587,3
Base,"Bloomington, IL",0.2722222222222222,13689.840050912442,3
Base,"Bloomington, IN",0.0040650406504065045,26869.720017463715,4
Base,"Bloomsburg-Berwick, PA",0.0,41721.63193196059,2
Base,"Bluefield, WV-VA",0.0,8566.702966153684,2
Base,"Boise City, ID",0.0,81640.58023864315,21
Base,"Boston-Cambridge-Newton, MA-NH",0.0,144064.66970351108,147
Base,"Boulder, CO",0.0,162501.27946320476,9
Base,"Bowling Green, KY",0.011904761904761904,41300.94307523293,3
Base,"Bozeman, MT",0.0,169856.86027666298,3
Base,"Branson, MO",0.0,39380.22887518278,1
Base,"Breckenridge, CO",0.0,193852.66180444762,4
Base,"Bremerton-Silverdale-Port Orchard, WA",0.0,129830.6212897558,10
Base,"Brenham, TX",0.0,46679.501057907764,1
Base,"Brevard, NC",0.0,75522.90660070865,1
Base,"Bridgeport-Stamford-Norwalk, CT",0.06527651858567543,150384.16531339925,32
Base,"Brookings, OR",0.0,115274.14122243818,1
Base,"Brookings, SD",0.0,64578.678029790186,1
Base,"Brownsville, TN",0.0,23011.60785237873,1
Base,"Brownsville-Harlingen, TX",0.37037037037037035,4504.48825809656,8
Base,"Brunswick, GA",0.2564102564102564,44506.15739936124,3
Base,"Buffalo-Cheektowaga, NY",0.1332533013205282,38796.420005621374,34
Base,"Burlington, IA-IL",0.0,2042.2037736630664,1
Base,"Burlington, NC",0.0,42898.13165120204,4
Base,"Burlington-South Burlington, VT",0.0,60981.74830177983,5
Base,"Butte-Silver Bow, MT",0.0,39922.587441346506,1
Base,"Ca-¦on City, CO",0.0,62828.91658516981,1
Base,"Calhoun, GA",0.0,21494.588212183957,1
Base,"California-Lexington Park, MD",0.0,43178.10698895968,2
Base,"Cambridge, MD",0.0,22424.43408463674,1
Base,"Canton-Massillon, OH",0.18636363636363637,13819.035841023697,11
Base,"Cape Coral-Fort Myers, FL",0.12934362934362933,28304.397084940527,27
Base,"Cape Girardeau, MO-IL",0.0,52542.31432617889,3
Base,"Carbondale-Marion, IL",0.0,13723.912872030978,3
Base,"Carson City, NV",0.0,91892.63268446179,3
Base,"Casper, WY",0.0,52106.56788218773,3
Base,"Cedar City, UT",0.0,92697.29775482498,2
Base,"Cedar Rapids, IA",0.049773755656108594,25434.458092721154,6
Base,"Cedartown, GA",0.0,3384.2378254992655,1
Base,"Centralia, WA",0.0,94335.38066359407,2
Base,"Chambersburg-Waynesboro, PA",0.0,45150.77925021698,3
Base,"Champaign-Urbana, IL",0.3391304347826087,6864.536889666193,7
Base,"Charleston, WV",0.8085106382978723,-15768.895464964182,6
Base,"Charleston-Mattoon, IL",0.0,25944.59596344753,1
Base,"Charleston-North Charleston, SC",0.11039310716208939,72411.17997299996,20
Base,"Charlotte-Concord-Gastonia, NC-SC",0.13841180036370984,54088.76448821532,65
Base,"Charlottesville, VA",0.0,70886.41850784156,4
Base,"Chattanooga, TN-GA",0.011725293132328308,53135.37317327253,18
Base,"Cheyenne, WY",0.0,63379.331021179416,3
Base,"Chicago-Naperville-Elgin, IL-IN-WI",0.20463804450015669,29649.89698971456,224
Base,"Chico, CA",0.0,82924.9225863682,8
Base,"Cincinnati, OH-KY-IN",0.10845986984815618,38011.12765046641,67
Base,"Clarksburg, WV",0.4090909090909091,3816.278328554239,2
Base,"Clarksville, TN-KY",0.028446389496717725,26888.18090059501,5
Base,"Clearlake, CA",0.0,22095.142475568624,2
Base,"Cleveland, TN",0.0,42267.81744671446,3
Base,"Cleveland-Elyria, OH",0.5654565456545655,3165.7661603069873,53
Base,"Clewiston, FL",0.0,12269.46432150534,1
Base,"Clovis, NM",0.26666666666666666,1736.4664119702752,1
Base,"Coeur d'Alene, ID",0.0,142033.1402745058,5
Base,"College Station-Bryan, TX",0.16486486486486487,18975.00657105014,6
Base,"Colorado Springs, CO",0.028324531925108018,59192.44840645025,27
Base,"Columbia, MO",0.0,43217.216130617555,4
Base,"Columbia, SC",0.452991452991453,6457.974635045877,21
Base,"Columbus, GA-AL",0.5333333333333333,-1727.9689627210853,10
Base,"Columbus, IN",0.0,19025.144392875198,2
Base,"Columbus, MS",1.0,-3661.756742998252,1
Base,"Columbus, OH",0.12788423934298004,38874.058981377086,52
Base,"Concord, NH",0.0,73483.98433558071,4
Base,"Cookeville, TN",0.0,46986.489374070894,1
Base,"Coos Bay, OR",0.0,59429.37508851986,1
Base,"Corning, NY",0.6153846153846154,-6987.823113924123,2
Base,"Corpus Christi, TX",0.4030131826741996,9254.445803477725,11
Base,"Corsicana, TX",0.0,8101.386435837508,1
Base,"Cortland, NY",0.0,3852.292644107698,1
Base,"Corvallis, OR",0.0,91906.35251477452,4
Base,"Crawfordsville, IN",0.0,36207.014574614754,1
Base,"Crestview-Fort Walton Beach-Destin, FL",0.013550135501355014,62441.232735679274,12
Base,"Crossville, TN",0.0,66482.36867982952,1
Base,"Cullman, AL",0.0,15106.835506458776,1
Base,"Cumberland, MD-WV",0.0,7872.41233557087,2
Base,"Dallas-Fort Worth-Arlington, TX",0.16226622662266227,52658.3749263888,208
Base,"Dalton, GA",0.0,24344.099123785745,3
Base,"Danville, IL",1.0,-18240.32038091299,1
Base,"Danville, KY",0.0,28582.73606972453,1
Base,"Danville, VA",0.0,9820.465865401866,1
Base,"Daphne-Fairhope-Foley, AL",0.0,57966.34630123608,7
Base,"Davenport-Moline-Rock Island, IA-IL",0.028985507246376812,34051.28711913075,7
Base,"Dayton-Kettering, OH",0.5417690417690417,5621.8234651533985,31
Base,"Decatur, AL",0.0,14249.41354377386,3
Base,"Decatur, IL",1.0,-8839.527860889813,1
Base,"Del Rio, TX",0.0,9724.117056201696,1
Base,"Deltona-Daytona Beach-Ormond Beach, FL",0.22381311228334588,24131.371506680825,23
Base,"Denver-Aurora-Lakewood, CO",0.009508285791904374,92077.51388020274,87
Base,"Des Moines-West Des Moines, IA",0.04066073697585769,40794.38967203507,27
Base,"Detroit-Warren-Dearborn, MI",0.48089829633453796,12652.63464169046,124
Base,"Dickinson, ND",0.0,63098.05668083546,1
Base,"Dixon, IL",0.0,18281.844830848822,1
Base,"Dothan, AL",0.2222222222222222,5828.339524798797,3
Base,"Dover, DE",0.0,38924.44704710351,3
Base,"DuBois, PA",1.0,-7406.11901812892,1
Base,"Dublin, GA",0.0,17198.894364709227,1
Base,"Dubuque, IA",0.0,27152.203550822658,1
Base,"Duluth, MN-WI",0.010526315789473684,29583.978035583343,7
Base,"Durango, CO",0.0,161175.55744312832,3
Base,"Durant, OK",0.4444444444444444,553.9365780792198,1
Base,"Durham-Chapel Hill, NC",0.05913978494623656,68217.72677475328,12
Base,"Dyersburg, TN",0.0,27388.270360489187,1
Base,"Eagle Pass, TX",0.0,11207.459430470828,1
Base,"East Stroudsburg, PA",0.16216216216216217,33301.35665194071,3
Base,"Easton, MD",0.0,88393.52664734029,1
Base,"Eau Claire, WI",0.0,71507.76491226033,4
Base,"Edwards, CO",0.0,281642.9437490872,5
Base,"El Paso, TX",0.28700906344410876,10502.078249502794,17
Base,"Elizabeth City, NC",0.0,18957.97575842663,1
Base,"Elizabethtown-Fort Knox, KY",0.0,28928.664102541687,3
Base,"Elkhart-Goshen, IN",0.0,38743.50276837063,3
Base,"Elko, NV",0.0,69783.87158185069,1
Base,"Ellensburg, WA",0.0,115212.44088640757,1
Base,"Elmira, NY",1.0,-21198.514757539982,1
Base,"Enid, OK",0.20833333333333334,1214.8169618273453,2
Base,"Enterprise, AL",0.6062992125984252,611.744529364578,1
Base,"Erie, PA",0.44680851063829785,-5127.600834705193,5
Base,"Eugene-Springfield, OR",0.0,80003.67831743728,10
Base,"Eureka-Arcata, CA",0.0,100828.65358631937,3
Base,"Evansville, IN-KY",0.256198347107438,10001.407417775397,6
Base,"Fairbanks, AK",0.0,30426.367004609157,3
Base,"Fairmont, WV",0.0,19683.182327148425,1
Base,"Fallon, NV",0.0,87236.61381159001,1
Base,"Fargo, ND-MN",0.0,63254.71870381757,5
Base,"Faribault-Northfield, MN",0.0,53676.22560038905,1
Base,"Farmington, MO",0.0,53869.98848969834,1
Base,"Farmington, NM",0.0,43784.10421570315,2
Base,"Fayetteville, NC",0.32515337423312884,7539.141997045915,14
Base,"Fayetteville-Springdale-Rogers, AR",0.0,52124.9824169808,16
Base,"Fernley, NV",0.0,66812.4657331625,2
Base,"Findlay, OH",0.0,28146.21976246626,1
Base,"Flagstaff, AZ",0.0,129532.70410535755,3
Base,"Flint, MI",0.7037037037037037,-853.4627656338898,8
Base,"Florence, SC",0.0,20862.366708436784,3
Base,"Florence-Muscle Shoals, AL",0.0,11074.061275783248,1
Base,"Fond du Lac, WI",0.0,35297.93708564069,1
Base,"Fort Collins, CO",0.0,87079.60345293075,10
Base,"Fort Dodge, IA",1.0,-12248.804598538758,1
Base,"Fort Leonard Wood, MO",0.0,36562.22132485267,2
Base,"Fort Polk South, LA",0.0,11698.003651226043,1
Base,"Fort Smith, AR-OK",0.05102040816326531,24873.43559052056,6
Base,"Fort Wayne, IN",0.35410764872521244,13679.296343233835,14
Base,"Frankfort, IN",0.0,37440.772312498244,1
Base,"Frankfort, KY",0.0,28437.494956566487,2
Base,"Freeport, IL",0.0,5127.822516741122,1
Base,"Fremont, NE",0.0,34174.682550818055,1
Base,"Fresno, CA",0.0,59227.16456426004,17
Base,"Gadsden, AL",0.0,627.442592827465,1
Base,"Gainesville, FL",0.05925925925925926,23942.423147641763,9
Base,"Gainesville, GA",0.0,48353.85203086243,6
Base,"Gainesville, TX",0.0,32662.927727671842,1
Base,"Gardnerville Ranchos, NV",0.0,148079.69050152315,3
Base,"Georgetown, SC",0.0,2453.4046281362293,1
Base,"Gettysburg, PA",0.0,87118.12992086892,1
Base,"Gillette, WY",0.0,72943.51161832713,2
Base,"Glasgow, KY",0.0,37267.58684667314,1
Base,"Glens Falls, NY",0.0,36205.68141502463,1
Base,"Glenwood Springs, CO",0.0,261562.04515663342,4
Base,"Gloversville, NY",0.0,11522.819247957195,1
Base,"Goldsboro, NC",0.16666666666666666,5547.6840015199705,3
Base,"Granbury, TX",0.0,64612.61457974448,2
Base,"Grand Forks, ND-MN",0.0,41498.19876303199,3
Base,"Grand Island, NE",0.0,43701.56723306774,2
Base,"Grand Junction, CO",0.0,66130.37985609795,8
Base,"Grand Rapids-Kentwood, MI",0.2440944881889764,19995.535160212694,20
Base,"Grants Pass, OR",0.0,75539.05948985323,2
Base,"Great Bend, KS",0.8571428571428571,-1942.2077141529496,1
Base,"Great Falls, MT",0.0,57310.046788666165,3
Base,"Greeley, CO",0.0,83405.56427756962,9
Base,"Green Bay, WI",0.0,46396.29182595511,6
Base,"Greensboro-High Point, NC",0.23068893528183715,16207.80304575982,16
Base,"Greenville, NC",0.5808823529411765,3845.2251757897598,3
Base,"Greenville-Anderson, SC",0.0951571792693288,38098.476546641956,26
Base,"Gulfport-Biloxi, MS",0.1901840490797546,9134.38405560824,10
Base,"Hagerstown-Martinsburg, MD-WV",0.0,32849.98966707162,6
Base,"Hammond, LA",0.0,25081.275375074856,3
Base,"Hanford-Corcoran, CA",0.0,46523.82144739023,2
Base,"Harrisburg-Carlisle, PA",0.16293929712460065,27128.330068647505,20
Base,"Harrisonburg, VA",0.0,42220.66286666672,2
Base,"Hartford-East Hartford-Middletown, CT",0.061170212765957445,37477.54211405016,33
Base,"Hattiesburg, MS",0.07792207792207792,21716.50115503562,3
Base,"Hays, KS",0.0,61303.754497973336,1
Base,"Heber, UT",0.0,385665.7931711866,4
Base,"Helena, MT",0.0,94998.58624675858,2
Base,"Henderson, NC",0.0,4444.53182561673,1
Base,"Hermiston-Pendleton, OR",0.0,48104.11117354828,2
Base,"Hickory-Lenoir-Morganton, NC",0.02531645569620253,35416.27458141511,6
Base,"Hilo, HI",0.0,165403.1853763392,4
Base,"Hilton Head Island-Bluffton, SC",0.0,73118.7238541386,9
Base,"Hinesville, GA",0.6333333333333333,-3701.456982868157,4
Base,"Hobbs, NM",1.0,-4962.989365370166,1
Base,"Holland, MI",0.0,44294.31256724451,3
Base,"Homosassa Springs, FL",0.0,16498.43809084625,8
Base,"Hood River, OR",0.0,164452.91467479683,1
Base,"Hot Springs, AR",0.0,29363.634937276056,2
Base,"Houma-Thibodaux, LA",0.0,26966.832952411383,4
Base,"Houston-The Woodlands-Sugar Land, TX",0.2074014192041678,40409.92407219713,181
Base,"Hudson, NY",0.0,57836.369572938114,1
Base,"Huntington-Ashland, WV-KY-OH",0.0,18369.445434002097,4
Base,"Huntsville, AL",0.17844727694090382,39597.29595678159,18
Base,"Huntsville, TX",0.0,36324.08831335254,2
Base,"Hutchinson, KS",0.8409090909090909,1501.8834515566655,2
Base,"Idaho Falls, ID",0.0,83986.22288058755,4
Base,"Indiana, PA",0.0,4952.351108085561,1
Base,"Indianapolis-Carmel-Anderson, IN",0.35975135975135974,18472.43528243269,63
Base,"Iowa City, IA",0.03787878787878788,25787.997114669768,5
Base,"Ithaca, NY",0.0,35935.09033963499,1
Base,"Jackson, MI",0.20689655172413793,12768.978968812698,3
Base,"Jackson, MS",0.3615023474178404,7187.217280743356,15
Base,"Jackson, TN",0.37777777777777777,17422.78763733553,2
Base,"Jackson, WY-ID",0.0,468177.3964993386,3
Base,"Jacksonville, FL",0.28099367236934614,31049.029656414023,47
Base,"Jacksonville, NC",0.0,37158.91856926906,7
Base,"Jamestown, ND",0.0,27717.501503050826,1
Base,"Jamestown-Dunkirk-Fredonia, NY",0.25,2804.3310445226543,1
Base,"Janesville-Beloit, WI",0.0,32640.21794235671,4
Base,"Jefferson City, MO",0.0,60516.80900693396,3
Base,"Jefferson, GA",0.0,58437.782328921945,3
Base,"Johnson City, TN",0.0,37709.67723868801,5
Base,"Johnstown, PA",0.16666666666666666,3091.876608107173,3
Base,"Jonesboro, AR",0.0,25138.036889854673,2
Base,"Joplin, MO",0.0,21895.18594311997,3
Base,"Juneau, AK",0.0,92173.59440459663,1
Base,"Kahului-Wailuku-Lahaina, HI",0.0,255581.57986040693,4
Base,"Kalamazoo-Portage, MI",0.23904382470119523,26194.098610235615,9
Base,"Kalispell, MT",0.0,163030.05889032423,4
Base,"Kankakee, IL",0.42105263157894735,13021.377162872015,2
Base,"Kansas City, MO-KS",0.2356101304681504,30112.548655785595,88
Base,"Kearney, NE",0.0,65739.93400510983,1
Base,"Keene, NH",0.0,44212.00592572088,1
Base,"Kennewick-Richland, WA",0.0,66334.15675986074,7
Base,"Kerrville, TX",0.0,67397.85503378623,1
Base,"Key West, FL",0.0,259685.82653142553,3
Base,"Killeen-Temple, TX",0.41036269430051814,8290.309954544498,11
Base,"Kingsport-Bristol, TN-VA",0.0,33773.01411344908,4
Base,"Kingston, NY",0.0,52956.02613001116,5
Base,"Kingsville, TX",0.6923076923076923,-9254.142090672914,1
Base,"Kinston, NC",1.0,-17726.04920848365,1
Base,"Kirksville, MO",0.0,23563.99684394347,1
Base,"Klamath Falls, OR",0.0,40953.62303421282,2
Base,"Knoxville, TN",0.035182679296346414,61904.998669092296,25
Base,"Kokomo, IN",0.0,12844.493850468565,2
Base,"La Crosse-Onalaska, WI-MN",0.0,49966.48251026369,3
Base,"La Grande, OR",0.0,49390.905282178646,1
Base,"LaGrange, GA-AL",0.0,20993.366926205556,2
Base,"Laconia, NH",0.0,110249.82826131737,2
Base,"Lafayette, LA",0.14857142857142858,22075.325524989115,9
Base,"Lafayette-West Lafayette, IN",0.13877551020408163,12368.092780179795,5
Base,"Lake Charles, LA",0.10679611650485436,27507.214885449863,5
Base,"Lake City, FL",0.0,13719.044557789453,1
Base,"Lake Havasu City-Kingman, AZ",0.0,67056.92378843178,8
Base,"Lakeland-Winter Haven, FL",0.3657178217821782,12853.53540844651,24
Base,"Lancaster, PA",0.0,44889.852388428495,12
Base,"Lansing-East Lansing, MI",0.4343891402714932,2434.4147914873847,8
Base,"Laramie, WY",0.0,82646.53500555259,2
Base,"Laredo, TX",0.0,19171.428856952964,3
Base,"Las Cruces, NM",0.0,45255.29292104014,5
Base,"Las Vegas-Henderson-Paradise, NV",0.027304904769930895,45884.01953498691,60
Base,"Lawrence, KS",0.0,43645.60327684183,4
Base,"Lawton, OK",0.33035714285714285,-2240.5744932728494,3
Base,"Lebanon, NH-VT",0.0,62015.88726458238,2
Base,"Lebanon, PA",0.0,46212.49744115542,4
Base,"Lewiston, ID-WA",0.0,89884.97084549713,1
Base,"Lewiston-Auburn, ME",0.0,45897.30117917684,2
Base,"Lexington-Fayette, KY",0.09375,33696.08069772589,16
Base,"Lima, OH",1.0,-13950.658513506387,2
Base,"Lincoln, NE",0.007473841554559043,40735.314713171196,16
Base,"Little Rock-North Little Rock-Conway, AR",0.27547931382441976,16993.468448507196,27
Base,"Lock Haven, PA",0.0,37635.379360866296,1
Base,"Logan, UT-ID",0.0,108476.89066083066,3
Base,"London, KY",0.0,14560.318752346022,1
Base,"Longview, TX",0.12213740458015267,28578.489687420035,4
Base,"Longview, WA",0.0,90097.98976224459,2
Base,"Los Alamos, NM",0.0,107300.81225587237,1
Base,"Los Angeles-Long Beach-Anaheim, CA",0.0002743358785606511,256366.62387365496,329
Base,"Louisville/Jefferson County, KY-IN",0.231224127735068,25625.701512291198,37
Base,"Lubbock, TX",0.34761120263591433,5881.130956374926,13
Base,"Ludington, MI",0.0,45005.593599115324,1
Base,"Lufkin, TX",0.0,26751.073516520737,1
Base,"Lumberton, NC",1.0,-2596.0366193484056,1
Base,"Lynchburg, VA",0.030303030303030304,25911.75767136504,4
Base,"Macomb, IL",0.5,479.1653520322898,1
Base,"Macon-Bibb County, GA",0.6091370558375635,3870.764599683097,8
Base,"Madera, CA",0.0,51412.73150702683,2
Base,"Madison, WI",0.0,83364.29900543434,17
Base,"Manchester-Nashua, NH",0.0,66934.72972948915,10
Base,"Manhattan, KS",0.14893617021276595,19970.300122383283,3
Base,"Manitowoc, WI",0.0,46963.1959809901,1
Base,"Mankato, MN",0.0,62381.37200162164,2
Base,"Mansfield, OH",0.3333333333333333,11444.487927669266,2
Base,"Marion, IN",0.75,-9912.232691380228,1
Base,"Marion, NC",0.0,16039.756153410475,1
Base,"Marion, OH",0.0,9740.918480221379,1
Base,"Marquette, MI",0.0,56195.90085335532,1
Base,"Marshalltown, IA",0.0,5415.755974497355,1
Base,"Martinsville, VA",0.0,3741.4778882724713,1
Base,"McAlester, OK",1.0,-358.3850652018373,1
Base,"McAllen-Edinburg-Mission, TX",0.18100890207715134,12224.413740662716,13
Base,"Meadville, PA",0.0,23146.943532268575,1
Base,"Medford, OR",0.0,91819.58641888824,5
Base,"Memphis, TN-MS-AR",0.4949452401010952,7696.642043386189,36
Base,"Menomonie, WI",0.0,67020.9992698585,1
Base,"Merced, CA",0.0,62333.141846034254,5
Base,"Meridian, MS",1.0,-3813.126970361249,1
Base,"Miami-Fort Lauderdale-Pompano Beach, FL",0.22775937764769313,47984.50006744625,167
Base,"Michigan City-La Porte, IN",0.0,22643.656011246178,1
Base,"Midland, MI",0.0,15255.172100207561,2
Base,"Midland, TX",0.10204081632653061,38430.41746077227,5
Base,"Milledgeville, GA",0.0,23423.24705386413,1
Base,"Milwaukee-Waukesha, WI",0.23400525854513585,32939.38410584477,41
Base,"Minneapolis-St. Paul-Bloomington, MN-WI",0.05848452508004269,51448.83077753406,115
Base,"Minot, ND",0.0,46841.14360036014,2
Base,"Missoula, MT",0.0,135609.41832224943,4
Base,"Mitchell, SD",0.0,59966.546274303255,1
Base,"Mobile, AL",0.2140468227424749,15962.507064543453,9
Base,"Modesto, CA",0.0,69653.29154402686,10
Base,"Monroe, LA",0.02857142857142857,20772.52282358142,4
Base,"Monroe, MI",0.0,20745.35504564347,1
Base,"Montgomery, AL",0.4876543209876543,-232.6052794300142,15
Base,"Montrose, CO",0.0,64753.78572714288,1
Base,"Morehead City, NC",0.0,62088.94118725082,4
Base,"Morgantown, WV",0.0,19131.8904023046,3
Base,"Morristown, TN",0.0,25451.26642079449,1
Base,"Moscow, ID",0.0,120452.3920068174,1
Base,"Moses Lake, WA",0.0,38820.54977385422,3
Base,"Mount Pleasant, MI",0.0,42217.88486108855,1
Base,"Mount Sterling, KY",0.0,43031.084312245344,1
Base,"Mount Vernon-Anacortes, WA",0.0,135974.6182975081,5
Base,"Mountain Home, ID",0.0,64482.06849952201,1
Base,"Muncie, IN",0.45454545454545453,2281.353166037374,4
Base,"Murray, KY",0.0,18527.9636451842,1
Base,"Muskegon, MI",0.15789473684210525,10888.620377941836,3
Base,"Muskogee, OK",0.2857142857142857,10347.666271434146,2
Base,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",0.0,48260.58472878139,17
Base,"Nacogdoches, TX",0.0,53248.64894086956,3
Base,"Napa, CA",0.0,175903.63017102878,4
Base,"Naples-Marco Island, FL",0.12831241283124128,57653.046724843516,16
Base,"Nashville-Davidson--Murfreesboro--Franklin, TN",0.009512827904295185,87029.69114051109,47
Base,"New Bern, NC",0.0,30835.23820103381,3
Base,"New Castle, IN",0.0,18379.373535919403,1
Base,"New Castle, PA",0.7777777777777778,-3005.2265442243297,1
Base,"New Haven-Milford, CT",0.015011547344110854,33990.38703812236,27
Base,"New Orleans-Metairie, LA",0.13528678304239403,43638.14362875402,40
Base,"New York-Newark-Jersey City, NY-NJ-PA",0.03733205883914821,171914.5187919775,401
Base,"Newport, OR",0.0,101658.21252419232,1
Base,"Niles, MI",0.0,40022.75751444047,2
Base,"Norfolk, NE",0.0,41969.31132950634,1
Base,"North Platte, NE",0.0,32980.92957777622,1
Base,"North Port-Sarasota-Bradenton, FL",0.15927021696252466,52319.42830264239,35
Base,"Norwalk, OH",0.0,4034.352827825535,1
Base,"Norwich-New London, CT",0.0,38028.1927893609,8
Base,"Oak Harbor, WA",0.0,71138.86566792801,2
Base,"Ocala, FL",0.07853403141361257,23889.498896995443,13
Base,"Ocean City, NJ",0.0,359777.6428871643,1
Base,"Odessa, TX",0.013513513513513514,19544.12761390612,4
Base,"Ogden-Clearfield, UT",0.0,96114.45269732566,13
Base,"Oil City, PA",0.0,4515.345805715617,1
Base,"Oklahoma City, OK",0.386038961038961,12003.607155771564,49
Base,"Olympia-Lacey-Tumwater, WA",0.0,74582.04873853078,8
Base,"Omaha-Council Bluffs, NE-IA",0.16294919454770757,36742.81369829309,35
Base,"Oneonta, NY",0.0,6269.284603158307,1
Base,"Ontario, OR-ID",0.0,66284.53287641733,1
Base,"Opelousas, LA",0.0,5879.798901765273,1
Base,"Orangeburg, SC",0.0,17223.42706089497,1
Base,"Orlando-Kissimmee-Sanford, FL",0.20127052990393554,31749.660294291883,68
Base,"Oshkosh-Neenah, WI",0.0,35961.590552013826,4
Base,"Ottawa, IL",0.0,8213.915432409878,1
Base,"Owatonna, MN",0.0,68101.20649729054,1
Base,"Owensboro, KY",0.0,8162.691697995966,2
Base,"Oxford, MS",0.0,48129.7566825198,1
Base,"Oxnard-Thousand Oaks-Ventura, CA",0.0,177397.42181247717,20
Base,"Ozark, AL",1.0,-3343.3134213959856,1
Base,"Paducah, KY-IL",0.0,15225.365070537853,1
Base,"Pahrump, NV",0.0,80744.73785162208,1
Base,"Palatka, FL",0.3,897.7286434079463,1
Base,"Palestine, TX",0.0,13078.42495080726,1
Base,"Palm Bay-Melbourne-Titusville, FL",0.2463768115942029,27341.787747079048,22
Base,"Panama City, FL",0.17827298050139276,42353.93036636342,7
Base,"Paragould, AR",0.0,29083.753295598333,1
Base,"Paris, TX",1.0,-16292.033577908243,1
Base,"Parkersburg-Vienna, WV",0.0,2624.2007697692334,1
Base,"Payson, AZ",0.0,59084.76996208378,1
Base,"Pella, IA",0.0,69609.74726438701,2
